loan_no,loan_date,default,balance,DSCR,campaign,interest,payment,total_income,loan_amount
334763,28/07/2021,no,167,3.4,Digital,12.20540571,3203.38,21785,57660
334840,13/05/2021,no,679,2.109,Banking,2.29,11053.81,46621,530582
335155,05/02/2021,no,341,1.81,Digital,11.45988912,4799.48,17377,172781
335166,15/05/2021,no,2883,3.129,Banking,6,3270.77,20466,156996
335256,26/05/2021,no,1255,3.886,Digital,11.5,3372.76,26216,161892
335428,17/11/2021,no,2785,4.445,Digital,14.13433529,917.69,8159,16518
335517,05/06/2021,no,0,4.736,Digital,3.165,2388.3,22620,114638
335574,18/06/2021,no,1433,1.731,Digital,7.054584288,4770.15,16510,85862
335588,04/02/2021,no,2088,6.089,Digital,11,1384.33,16858,66447
335596,17/11/2021,no,794,13.967,Digital,1.76,418.89,11701,20106
335670,27/05/2021,no,430,4.544,Digital,9.25851693,6971.66,63360,125489
335756,04/07/2021,no,380,2.576,Digital,1.635,5797.06,29861,278258
336126,31/07/2021,no,526,3.015,Banking,7.625,7785.36,46942,373697
336307,06/05/2021,no,728,2.492,Digital,12.25696921,1029.35,5131,37056
336567,08/07/2021,no,-59,4.865,Digital,5.5,1559.57,15176,74859
336588,29/07/2021,no,0,3.239,Digital,8.884692998,11483.34,74386,206700
336615,02/06/2021,no,1104,4.063,Digital,10.37903896,680.45,5530,12248
337014,30/07/2021,no,285,3.266,Banking,12.5,6519.65,42585,312943
337035,07/05/2021,yes,-1,4.74,Digital,3.783036115,928.69,8804,33432
337053,23/05/2021,no,-346,2.821,Banking,4.415,7940.98,44805,381167
337118,27/05/2021,no,-143,4.546,Digital,1.3695898,165.2,1502,2973
337169,12/05/2021,no,87,2.589,Banking,3.5,5064.98,26228,243119
337408,08/05/2021,no,125,5.139,Digital,6.5,1989.24,20444,95483
337543,27/05/2021,no,13,2.537,Digital,11.61718064,6560.17,33291,118083
337807,22/07/2021,no,-496,2.334,Digital,1.573974466,1613.15,7530,29036
338045,20/08/2021,no,3048,3.32,Digital,10.84083998,4851.82,32212,87332
338435,05/05/2021,no,-103,4.703,Digital,1.317820379,3056.27,28745,55012
338470,23/07/2021,no,323,4.524,Digital,13.36573308,2322.87,21016,41811
338489,17/07/2021,no,543,3.124,Digital,10.86166668,4949.17,30922,178170
338633,08/07/2021,no,226,3.546,Digital,8.975561624,306.95,2177,5525
338649,29/07/2021,no,-82,4.078,Digital,6.721909734,3055.52,24918,109998
338857,06/05/2021,no,40,9.068,Digital,14,800.42,14516,38420
338869,20/05/2021,no,398,4.86,Digital,1.47,2029.41,19725,97411
339171,31/07/2021,no,264,5.305,Banking,4.061282404,1606.82,17048,77127
339180,18/05/2021,no,382,4.903,Digital,6.229528258,2476.84,24288,44583
339233,31/07/2021,no,4492,3.53,Digital,3.479536427,1108.38,7825,19950
339379,16/09/2021,no,821,3.466,Banking,2.04,3007.23,20844,144347
339451,04/02/2021,no,805,4.969,Digital,4.04,1536.52,15269,73752
339469,17/04/2021,no,3044,4.244,Digital,5.288270469,955.42,8110,17197
339483,04/08/2021,no,-166,4.763,Digital,8.737506227,2002.06,19071,72074
339633,13/08/2021,no,0,42.928,Banking,2,123.58,10610,5931
339692,03/02/2021,no,1232,19.873,Banking,10.335,277.14,11015,13302
339774,09/07/2021,no,13,4.099,Digital,4.539377123,2344.78,19224,84412
339794,04/02/2021,no,4962,3.3,Banking,8.25,2834.15,18704,136039
339815,01/06/2021,no,176,4.281,Digital,1.84,2773.85,23747,133144
339989,15/05/2021,no,26,3.167,Digital,12.43399035,4798.61,30399,86374
340202,13/05/2021,no,1135,15.415,Digital,2.26,375.16,11566,18007
340289,18/07/2021,no,45,4.365,Digital,7.019623552,2212.09,19313,106180
340338,26/07/2021,no,393,19.846,Digital,7,289.12,11476,13877
340422,29/12/2021,no,629,2.711,Digital,1.75,10262.28,55636,492589
340571,02/06/2021,no,298,3.546,Digital,0,4195.12,29755,201365
340736,09/05/2021,no,-256,3.348,Digital,2.385893077,447.78,2998,8060
341051,04/06/2021,yes,-172,1.757,Digital,2.327700193,186.65,656,6719
341232,26/05/2021,no,392,4.566,Digital,3.331148222,5735.48,52372,206477
341315,07/08/2021,no,424,3.404,Digital,1.929967558,3274.51,22291,58941
341349,27/05/2021,no,-154,1.736,Digital,5.600674542,8957.47,31097,322468
341537,08/08/2021,no,290,6.91,Digital,12.5,1031.89,14260,49530
341691,06/02/2021,no,29,4.274,Digital,2.232482613,3907.53,33399,70335
341725,18/08/2021,no,376,11.883,Digital,1.75,499.67,11875,23984
341835,18/11/2021,no,93,3.251,Banking,1.8,5806.59,37750,278716
341869,29/01/2021,no,9,4.447,Digital,10.06675104,897.82,7986,16160
341895,17/11/2021,no,5447,3.027,Digital,3.54,7402.38,44813,355314
341965,28/05/2021,no,511,3.193,Digital,13.14967569,7880.29,50331,141845
342116,12/06/2021,no,5666,2.564,Digital,8.114505045,5504.25,28226,198153
342157,07/05/2021,no,-57,3.884,Digital,5.25,2974,23100,142752
342754,09/04/2021,no,159,4.244,Banking,2.5,2891.68,24542,138800
342898,07/07/2021,no,88,4.972,Digital,13.4454124,2128.29,21162,76618
343025,29/05/2021,no,0,4.369,Banking,6.696428581,2556.66,22338,122719
343112,21/07/2021,yes,0,1.834,Digital,2.360257282,1302.16,4776,46877
343351,13/05/2021,no,0,4.957,Digital,3.585468907,544.28,5396,9797
343361,28/07/2021,no,14,1.807,Digital,1.348173731,2469.87,8924,88915
343595,28/01/2021,no,1452,5.916,Digital,13,1346.33,15929,64623
343881,20/05/2021,no,5143,5.788,Digital,1.55,1357.16,15711,65143
343962,18/06/2021,no,20541,2.099,Digital,14.21822128,593.31,2491,21359
344014,12/05/2021,no,0,2.304,Banking,2,7827.64,36066,375726
344034,23/03/2021,no,0,3.726,Digital,2.75,3791.4,28252,181987
344172,25/07/2021,no,0,3.514,Banking,1.8,4476.47,31465,214870
344303,19/11/2021,yes,0,1.944,Digital,3.313114932,8087.61,31449,291153
344755,24/07/2021,yes,-164,4.009,Digital,12.24589144,470.04,3769,8460
344843,08/07/2021,no,1252,4.803,Digital,11.46588545,3218.89,30918,57940
344846,14/05/2021,no,1331,3.631,Digital,11.29073113,5739.03,41674,103302
344989,04/07/2021,no,88,8.31,Digital,9.25,787.3,13085,37790
345366,05/06/2021,no,590,3.969,Digital,9.5,2600.57,20644,124827
345630,29/05/2021,no,0,2.045,Digital,2.332848247,8177.2,33438,147189
345633,18/11/2021,no,172,4.394,Digital,3.513660953,2268.27,19935,40828
345667,16/05/2021,no,1197,9.555,Digital,1.505,701.7,13409,33681
346307,25/07/2021,yes,0,8.138,Digital,4.46,913.34,14866,43840
346716,15/05/2021,no,168,1.598,Digital,11.96701911,2661.96,8509,95830
346895,21/07/2021,no,-888,3.028,Banking,1.835,8742.65,52942,419647
346899,06/05/2021,no,-33,4.597,Digital,2.126482842,607.55,5586,21871
347113,28/01/2021,no,373,2.464,Digital,4.72697731,833.39,4107,15001
347147,07/07/2021,no,-40,3.438,Digital,1.71,6183.23,42518,296795
347209,16/07/2021,no,92,3.822,Digital,6.637176933,4639.75,35468,167031
347251,02/08/2021,no,571,2.681,Digital,10.45259699,3267.15,17519,58808
347261,22/07/2021,yes,0,2.525,Banking,3,5049.79,25498,242389
347747,10/07/2021,no,1143,2.109,Digital,7.33003955,4703.56,19840,84664
347883,29/05/2021,yes,1,4.283,Digital,2.5,1824.39,15626,87570
347999,21/05/2021,no,-147,2.555,Digital,4.227309212,6051.97,30928,290494
348110,21/05/2021,no,1168,5.133,Digital,2.5,1477.81,15172,70934
348147,20/11/2021,no,1167,3.985,Digital,11,2371.45,18902,113829
348186,07/07/2021,no,-228,5.296,Digital,2.55,1721.67,18236,82640
348256,20/11/2021,no,-744,10.356,Banking,9.335,599.68,12421,28784
348476,17/11/2021,yes,295,7.876,Banking,2.05,897.58,14139,43083
348505,17/04/2021,no,-116,3.083,Digital,13.52658918,1523.12,9392,27416
348841,09/07/2021,no,121,2.686,Digital,3.165,8606.11,46232,413093
349032,25/07/2021,no,156,2.747,Digital,6.170234976,1699.32,9336,30587
349036,28/05/2021,no,3382,6.18,Banking,1.34,1712.67,21170,82208
349070,04/02/2021,no,242,5.147,Digital,9.5,1558.8,16047,74822
349269,11/05/2021,no,-34,7.255,Digital,13.5,981.64,14243,47118
349274,18/05/2021,no,503,3.077,Digital,2.13,7628.85,46948,366184
349329,12/05/2021,no,167,2.961,Digital,1.5,7693.02,45557,369264
349340,28/01/2021,no,1709,2.34,Digital,14.05931935,9338.71,43699,168096
349451,22/08/2021,no,79,10.58,Digital,13,603.98,12780,28991
349711,26/05/2021,no,1464,2.64,Digital,2.680819244,9264.22,48916,166755
350358,08/08/2021,no,-98,3.235,Banking,10,4209.79,27239,202069
350427,28/08/2021,no,-997,2.068,Digital,2.55,8967.62,37082,430445
350578,20/06/2021,no,1694,4.548,Digital,4.085,2039.98,18554,97919
350588,14/07/2021,no,78,4.081,Digital,8.665,2998.07,24472,143907
350758,15/05/2021,no,435,1.713,Digital,12.74013055,4559.3,15621,82067
350809,28/01/2021,no,1508,4.379,Digital,9.167672551,2427.92,21266,43702
351028,31/07/2021,no,0,13.499,Digital,14.5,442.58,11949,21243
351348,29/01/2021,no,1296,2.297,Digital,14.11261892,2269.8,10428,40856
351706,18/07/2021,no,2617,2.401,Digital,1.451407196,1315.78,6319,23684
351746,07/05/2021,no,0,5.32,Digital,13,1366.49,14539,65591
351750,06/06/2021,no,77,3.131,Digital,3.69170337,5940.72,37197,106932
351773,06/05/2021,no,368,7.471,Digital,4.25,1023.03,15286,49105
351865,12/05/2021,no,-70,1.707,Digital,6.247428195,1820.96,6216,32777
352013,29/07/2021,no,-242,1.642,Digital,2.024016443,3725.2,12233,67053
352114,09/02/2021,yes,81,2.537,Digital,3.240037228,4056.6,20580,73018
352116,18/06/2021,no,1330,9.594,Digital,3.5,696.35,13361,33424
352174,04/06/2021,no,284,1.542,Digital,6.981332316,4723.49,14569,170045
352305,11/08/2021,no,705,4.817,Digital,3.165,1624.26,15649,77964
352343,25/08/2021,no,221,2.876,Digital,1.8,8176.3,47022,392462
352392,08/05/2021,no,-330,9.411,Banking,1.715,724.24,13631,34763
352548,22/07/2021,no,113,1.623,Digital,3.13067694,7310.6,23732,263181
352684,31/07/2021,no,644,2.612,Digital,9.162290385,3902,20387,140472
352698,13/05/2021,no,223,2.906,Digital,2.699832592,4709.38,27375,84768
352829,10/07/2021,yes,-319,4.662,Digital,2.425,2441.1,22760,117172
352993,13/05/2021,no,20,10.166,Digital,12.5,623.33,12673,29919
352996,29/01/2021,no,1333,3.971,Digital,11.60786705,542.96,4312,19546
352999,05/02/2021,no,544,4.519,Digital,8.519231094,3903.62,35282,70265
353113,09/07/2021,no,-191,26.694,Digital,3,209.9,11206,10075
353325,11/07/2021,no,50,17.663,Digital,6.5,332.88,11759,15978
353335,04/06/2021,no,3423,1.599,Digital,1.371953608,10656.04,34074,383617
353358,28/07/2021,no,219,4.33,Banking,1.8,2084.08,18047,100035
353380,06/08/2021,no,-32,3.553,Digital,11.69533058,4698.61,33384,84574
353675,08/07/2021,no,12389,3.377,Digital,10.66400303,407.35,2751,14664
353682,31/07/2021,no,884,1.902,Digital,7.801377365,7297.39,27764,131353
353699,21/07/2021,no,-49,4.292,Digital,2.13,2845.6,24424,136588
353824,22/07/2021,no,236,2.871,Digital,2.34,10360.07,59490,497283
353906,30/07/2021,no,-156,5.163,Banking,8.25,2010.94,20765,96525
353957,05/06/2021,no,62,3.807,Banking,2.135,4419.97,33651,212158
353970,12/05/2021,no,419,3.56,Digital,1.8,5201.88,37034,249690
354048,09/05/2021,no,-227,2.27,Digital,12.83504552,494.12,2243,8894
354056,26/05/2021,no,473,1.887,Digital,10.46745196,1176.05,4438,42337
354087,09/02/2021,no,413,4.712,Digital,2.5,2513.78,23690,120661
354322,30/07/2021,no,330,2.442,Digital,4.766225058,3544.83,17310,63806
354336,14/07/2021,no,-41,2.565,Digital,13.84656963,1203.95,6176,21671
354347,15/05/2021,no,-29,3.051,Digital,5,8188.61,49960,393053
354501,05/11/2021,no,237,4.726,Digital,9.316372074,1358.32,12839,48899
354693,08/07/2021,no,139,3.341,Banking,2.085,6988.12,46695,335429
354743,27/05/2021,no,180,45.567,Banking,7.033309058,116.18,10588,5576
354844,22/08/2021,no,712,4.052,Banking,6.165,3615.09,29296,173524
355032,26/08/2021,yes,-190,3.165,Digital,1.625,4474.31,28322,214766
355198,08/07/2021,no,313,19.923,Digital,2.415,290.7,11583,13953
355284,09/07/2021,no,-120,2.33,Digital,10.65016302,3498.43,16300,62971
355340,08/07/2021,no,564,2.814,Banking,6.5,9577.28,53902,459709
355540,16/06/2021,no,1093,6.967,Digital,14,1065.71,14850,51154
355590,06/05/2021,no,37,9.351,Digital,1.625,720.89,13482,34602
355596,20/06/2021,yes,-456,3.327,Digital,1.885,8553.7,56908,410577
355632,19/11/2021,no,884,2.249,Digital,13.08720695,3102.99,13959,55853
355822,23/07/2021,no,14,3.432,Digital,1.76,4268.06,29299,204866
355833,10/08/2021,no,0,3.155,Digital,2.13,6437.6,40622,309004
356002,05/02/2021,no,-332,2.346,Digital,12.69638728,3542.93,16620,127545
356124,23/07/2021,no,29,8.319,Banking,7.75,840.69,13988,40353
356632,08/05/2021,no,1320,3.724,Digital,11.12788062,889.28,6623,32014
356762,16/05/2021,no,695,3.085,Banking,4,4420.04,27274,212161
356986,06/05/2021,no,417,2.55,Digital,15,7337.72,37428,352210
357026,20/05/2021,no,42,4.258,Digital,5.707158799,2849.15,24266,102569
357252,18/07/2021,no,2858,6.847,Digital,1.907314721,971.71,13306,46642
357322,11/05/2021,no,580,3.534,Digital,2.385,4948.75,34976,237540
357761,22/08/2021,no,-44,13.215,Digital,4.71,456.42,12063,21908
357770,21/11/2021,yes,-813,8.177,Digital,1.335,879.7,14387,42225
357779,21/11/2021,no,5739,1.737,Digital,9.943361059,259.63,902,4673
358049,07/07/2021,no,700,8.068,Digital,3,777.1,12540,37300
358480,15/07/2021,no,83,2.081,Digital,5.725234031,3839.61,15980,69112
358628,29/01/2021,yes,254,3.613,Digital,1.675,3393.38,24520,162882
358638,17/07/2021,no,6507,2.794,Digital,7.346591717,1010.92,5649,18196
358711,09/07/2021,no,469,1.98,Digital,13.44743925,2396.79,9493,43142
358808,04/08/2021,no,4,3.426,Digital,2.21,4940.25,33852,237132
359012,17/07/2021,no,553,8.063,Digital,1.71,877.93,14157,42140
359105,21/07/2021,no,648,4.36,Digital,4.475022151,4275.4,37282,76957
359148,31/07/2021,no,669,20.509,Digital,11.585,265.03,10871,12721
359156,30/01/2021,no,60,3.853,Digital,11.72534526,526.25,4055,9472
359206,15/05/2021,no,146,3.975,Banking,1.8,3722.98,29594,178703
359474,06/06/2021,no,1420,4.902,Banking,11.145,2075.15,20343,99607
359563,27/02/2021,no,349,5.12,Banking,1.88,1995.89,20437,95802
359583,19/06/2021,no,5736,2.798,Digital,2.59,9491.3,53119,455582
359692,12/05/2021,no,-220,3.846,Digital,12.98131638,619.5,4765,22302
359729,15/07/2021,yes,0,3.863,Digital,5.48685051,494.26,3819,17793
359777,12/05/2021,no,1634,2.823,Digital,12.47244303,1357.8,7667,48880
359828,31/07/2021,no,410,3.288,Digital,13.40101588,8805.45,57906,316996
359943,20/04/2021,no,782,3.847,Banking,4.085,3460.2,26626,166089
360125,08/05/2021,yes,-138,3.215,Digital,8.206434706,5709.45,36716,102770
360201,14/05/2021,no,686,3.704,Digital,9.5,3688.74,27326,177059
360367,13/05/2021,yes,-126,3.088,Digital,2.973615088,5732.33,35406,103181
360400,10/07/2021,no,199,2.887,Digital,7,5512.62,31830,264605
360405,27/05/2021,no,3154,2.727,Digital,2.136562903,154.02,840,5544
360490,12/05/2021,yes,-402,2.154,Digital,2.452850837,1561.65,6729,56219
360569,29/07/2021,no,0,2.63,Digital,1.5,9533.74,50147,457619
360731,18/07/2021,no,502,2.274,Digital,8.617597908,1709.88,7778,30777
360819,10/07/2021,no,456,3.628,Banking,2.5,5139.39,37290,246690
360946,30/07/2021,no,3,5.382,Banking,12.5,1735.86,18685,83321
361057,15/07/2021,no,65,2.056,Digital,4.998291642,3730.97,15339,134314
361167,13/05/2021,yes,-2,1.903,Digital,5.161557652,736.02,2801,13248
361176,20/11/2021,no,719,3.786,Banking,2,3537.56,26789,169802
361205,06/06/2021,no,1508,11.632,Banking,2.25,537.72,12510,25810
361305,20/06/2021,no,2978,3.133,Banking,7.686792963,4241.9,26582,203611
361590,15/05/2021,yes,-202,1.82,Digital,14.63746978,432.95,1576,15586
361814,20/08/2021,no,143,3.18,Banking,1.5,4053,25778,194544
361860,28/05/2021,no,105,2.166,Digital,1.368032251,3824.9,16572,137696
362180,09/02/2021,no,-32,2.356,Digital,2.554556347,3237.59,15258,58276
362763,25/08/2021,no,-995,2.261,Digital,10.8292319,7247.56,32768,260912
362912,21/11/2021,no,328,4.442,Digital,2,2309.42,20517,110852
363056,03/07/2021,no,606,3.196,Digital,11.665,4056.11,25924,194693
363474,01/07/2021,no,-27,2.252,Digital,1.486559346,7730.92,34827,139156
363515,29/05/2021,no,205,3.58,Digital,2.5,5191.2,37166,249177
363812,07/05/2021,no,137,1.829,Digital,7.947734429,3366.69,12316,121200
363934,11/05/2021,no,374,3.643,Digital,8.416851869,2062.29,15026,37121
364231,17/04/2021,no,3823,2.117,Digital,3.045083886,402.62,1705,14494
364317,19/06/2021,no,0,44.059,Banking,2,117.99,10397,5663
364328,18/11/2021,no,1155,3.136,Digital,6.06148778,2924.01,18339,105264
364401,12/08/2021,no,443,2.736,Digital,4.642027343,5900.69,32286,106212
364466,17/07/2021,no,808,17.276,Banking,2.75,328.76,11359,15780
364709,12/05/2021,no,38,7.785,Digital,1.465,819.77,12764,39348
364768,20/04/2021,no,99,1.681,Digital,6.161269981,5628.76,18921,101317
364879,31/07/2021,no,1179,5.077,Banking,13.915,1809.64,18375,86862
365017,17/11/2021,no,0,4.645,Banking,9.5,2224.57,20667,106779
365095,21/11/2021,no,1354,2.281,Digital,12.07809314,3595.86,16407,64725
365165,03/06/2021,no,746,67.314,Digital,3.165,76.21,10260,3658
365321,11/06/2021,no,-803,4.747,Digital,12.67179706,355.48,3375,6398
365328,28/10/2021,no,1012,4.295,Digital,3.085,2670.4,22938,128179
365719,07/07/2021,no,2,2.021,Digital,2.085653857,509.88,2061,18355
365846,26/05/2021,no,3311,2.973,Digital,10,6756.98,40183,324335
366068,23/05/2021,no,-326,3.427,Banking,3,6262.51,42928,300600
366128,19/06/2021,no,91,8.689,Banking,2.875,838.44,14570,40245
366355,12/08/2021,no,890,3.847,Digital,11.64114066,5914.79,45510,106466
366422,30/07/2021,no,255,2.017,Digital,5.964745104,2403.13,9692,43256
366667,27/05/2021,no,505,5.528,Digital,1.88,1660.34,18356,79696
366849,30/01/2021,no,0,3.652,Digital,11.80512849,8877.98,64848,319607
366894,20/11/2021,no,1954,11.23,Banking,4,544.31,12225,26126
367137,08/04/2021,no,821,5.738,Banking,1.675,1471.07,16883,70611
367250,13/08/2021,no,-974,5.744,Banking,3.04,1723.56,19800,82730
367266,26/06/2021,no,0,3.544,Digital,5.085,6080.78,43098,291877
367350,28/07/2021,no,0,38.584,Digital,5.125,136.96,10569,6574
367473,03/06/2021,no,227,2.37,Digital,2.165,6463.83,30639,310263
367594,19/11/2021,no,386,3.3,Digital,6.5,4624.19,30518,221961
367597,20/06/2021,no,-92,3.5,Digital,2.75,3680.97,25769,176686
367638,21/07/2021,no,1048,23.575,Digital,9.0625,228.4,10769,10963
367732,07/05/2021,no,1045,20.793,Digital,1.375,275.07,11439,13203
367755,05/05/2021,no,54,3.565,Banking,1.97,5632.06,40160,270338
367944,31/07/2021,no,-328,1.671,Digital,13.00747488,511.63,1710,18418
367950,18/11/2021,no,99,2.926,Banking,2.04,4447.18,26028,213464
367980,02/02/2021,no,569,2.005,Digital,7.799905884,904.36,3626,16278
368254,28/07/2021,no,-361,4.11,Digital,1.444690318,897.31,7375,32303
368285,18/05/2021,no,14,3.099,Digital,1.465,5791.53,35900,277993
368377,07/05/2021,no,-393,3.559,Digital,2.55,5390.92,38372,258764
368471,28/10/2021,no,107,2.747,Digital,3,10172.34,55887,488272
368521,08/07/2021,no,1508,4.024,Digital,1.465,3618.48,29120,173687
368542,19/11/2021,yes,-285,2.941,Digital,12.5,3688.75,21697,177060
368845,19/11/2021,no,-982,13.775,Digital,2,420.26,11578,20172
368859,21/05/2021,no,41,6.039,Digital,2.165,1148.04,13865,55105
369008,11/07/2021,no,-186,2.573,Digital,4.576092163,1366.35,7031,24594
369011,29/01/2021,no,-557,3.506,Digital,1.635,2752.24,19300,132107
369022,23/07/2021,no,658,1.999,Digital,8.234510638,926.11,3702,16669
369040,06/05/2021,no,1598,4.823,Banking,1.88,3603.52,34763,172968
369604,08/05/2021,no,20,6.348,Digital,12.5,1292.35,16407,62032
369640,18/06/2021,no,-1779,3.104,Banking,2.135,3315.87,20588,159161
369842,21/05/2021,no,1,7.656,Digital,2.175,978.5,14983,46968
369892,29/01/2021,no,3914,2.583,Banking,4.415,6720.99,34727,322607
369924,06/08/2021,no,-352,3.019,Digital,9.954825387,336.51,2032,12114
370009,06/09/2021,no,1636,4.802,Digital,7,2548.55,24478,122330
370208,09/07/2021,no,-257,3.562,Digital,9.415,5953.77,42412,285780
370423,08/07/2021,yes,-329,4.507,Digital,10.70391187,1365.27,12307,24574
370473,02/02/2021,no,10,6.092,Digital,3.5,1186.27,14453,56940
370709,04/07/2021,no,1329,4.057,Banking,1.84,3204.17,25998,153800
370762,18/07/2021,no,49,2.412,Digital,11.44421273,2125.11,10253,76503
370926,21/07/2021,no,-537,35.06,Banking,4.085,154.08,10804,7395
371586,11/08/2021,yes,-681,2.317,?,2.5,7117.06,32974,341618
371723,22/07/2021,no,54,3.604,Digital,1.595296485,2454.7,17695,117825
371767,20/04/2021,no,1347,4.003,Digital,2.55,2134.8,17092,102470
371823,12/05/2021,no,204,2.684,Digital,6.747611596,5899.17,31662,283160
371875,08/07/2021,yes,0,2.611,Digital,13.57849615,375.1,1959,6751
372112,08/07/2021,no,152,8.307,Digital,2.175,770.98,12809,37007
372140,18/11/2021,no,-723,2.403,Digital,7.317877418,119.02,572,4284
372178,23/07/2021,no,-229,5.315,Digital,2.75,2369.49,25188,113735
372538,14/05/2021,no,1587,2.065,Digital,4.442249921,640.31,2645,11525
372879,30/07/2021,no,2892,5.987,Digital,2.54,1541.54,18457,73993
373033,18/05/2021,no,-522,4.883,Digital,9,4793.01,46810,230064
373300,15/05/2021,no,2157,2.507,Digital,3.834004058,7507.63,37640,135137
373457,15/05/2021,no,2537,11.107,Digital,2.51,559.23,12423,26843
373641,08/05/2021,no,37,3.441,Digital,7,3219.32,22153,154527
373719,12/06/2021,yes,-245,6.777,Digital,1.55,1081.66,14661,51919
373822,19/05/2021,no,2085,3.166,Banking,1.465,5313.57,33645,255051
373855,04/08/2021,no,116,4.322,Digital,10.63247525,1708.45,14769,30752
374300,05/05/2021,no,253,36.166,Digital,2.34,148.33,10729,7119
